shipment_id,supplier_id,warehouse_id,shipment_status,shipment_date,delivery_date,delay_days,shipping_cost
SHIP382,S205,W101,in_transit,2026-03-29,2026-04-08,0,9414.29
SHIP383,S216,W102,in_transit,2025-08-03,2025-08-06,0,19937.87
SHIP384,S217,W106,in_transit,2025-07-18,2025-07-25,5,8484.18
SHIP385,S216,W100,delayed,2025-07-29,2025-08-07,2,13443.82
SHIP386,S218,W108,delayed,2025-07-24,2025-07-28,0,2056.25
SHIP387,S207,W103,delivered,2026-03-10,2026-03-12,2,5579.47
SHIP388,S203,W104,delayed,2026-03-07,,3,8696.08
SHIP389,S214,W100,in_transit,2026-01-21,,5,7917.41
SHIP390,S217,W103,delivered,2025-04-18,2025-04-28,4,1885.01
SHIP391,S219,W108,in_transit,2026-03-26,2026-04-02,3,13799.23
SHIP392,S205,W102,delayed,2025-07-01,2025-07-04,5,12817.43
SHIP393,S212,W104,delivered,2025-07-10,2025-07-13,3,3091.44
SHIP394,S218,W102,in_transit,2026-04-06,2026-04-08,4,1675.57
SHIP395,S200,W104,in_transit,2025-10-20,,1,13000.25
SHIP396,S201,W102,delivered,2025-10-31,2025-11-05,5,4695.52
SHIP397,S212,W105,delayed,2025-07-27,,0,15731.1
SHIP398,S209,W103,delivered,2025-05-23,2025-05-24,5,14856.13
SHIP399,S210,W104,delivered,2025-10-15,2025-10-17,3,17244.2
SHIP400,S212,W107,in_transit,2025-12-02,2025-12-11,4,19113.72
SHIP401,S206,W100,delivered,2026-01-27,2026-02-03,0,12917.06
SHIP402,S202,W101,delivered,2025-05-19,2025-05-26,0,10176.1
SHIP403,S205,W108,delivered,2025-12-12,2025-12-13,1,2243.36
SHIP404,S200,W104,delayed,2025-07-14,2025-07-18,4,2272.14
SHIP405,S207,W105,delivered,2025-05-12,2025-05-22,3,6747.98
SHIP406,S217,W109,in_transit,2026-03-17,,5,3857.69
SHIP407,S215,W104,delayed,2026-03-20,2026-03-23,5,5705.73
SHIP408,S211,W103,delayed,2026-02-16,2026-02-26,2,2705.43
SHIP409,S206,W101,delivered,2026-03-16,2026-03-26,5,15129.96
SHIP410,S209,W108,delayed,2025-12-25,2026-01-04,3,4086.73
SHIP411,S202,W105,delayed,2025-11-28,2025-12-04,2,12587.61
SHIP412,S205,W100,delayed,2025-05-13,2025-05-18,1,5883.96
SHIP413,S214,W100,delayed,2025-11-25,2025-12-02,2,2658.46
SHIP414,S218,W102,delivered,2026-02-19,2026-02-26,3,4199.88
SHIP415,S215,W100,delivered,2025-05-01,,2,1331.12
SHIP416,S212,W108,delayed,2025-05-12,2025-05-16,1,19676.25
SHIP417,S212,W107,delivered,2025-10-10,2025-10-13,2,15479.83
SHIP418,S208,W107,in_transit,2026-04-04,2026-04-10,4,3728.73
SHIP419,S212,W104,delivered,2026-01-23,2026-01-27,5,12205.23
SHIP420,S210,W108,delayed,2025-09-13,2025-09-21,4,9334.38
SHIP421,S214,W104,delayed,2025-12-01,2025-12-10,4,6040.14
SHIP422,S206,W105,delayed,2025-05-18,,3,11944.51
SHIP423,S204,W104,delayed,2025-11-21,2025-11-27,0,11516.04
SHIP424,S210,W106,delivered,2025-08-08,,0,19289.08
SHIP425,S215,W103,delivered,2026-02-17,2026-02-21,4,16574.95
SHIP426,S213,W101,delayed,2026-03-21,2026-03-22,5,11600.1
SHIP427,S217,W103,delayed,2026-02-25,2026-03-07,0,2979.34
SHIP428,S215,W101,delayed,2026-03-21,2026-03-31,3,18139.21
SHIP429,S215,W103,delivered,2025-10-17,2025-10-18,5,8620.56
SHIP430,S207,W107,delayed,2025-07-24,2025-07-30,1,16809.01
SHIP431,S204,W101,delivered,2025-11-25,2025-11-30,5,18325.73
SHIP432,S201,W106,delivered,2026-03-12,2026-03-13,1,17722.05
SHIP433,S217,W104,delivered,2026-04-06,2026-04-10,0,12162.97
SHIP434,S204,W107,delivered,2025-07-23,2025-07-28,1,13204.02
SHIP435,S219,W102,in_transit,2026-01-25,2026-01-27,4,4354.13
SHIP436,S202,W103,in_transit,2025-12-21,2025-12-27,2,19163.6
SHIP437,S204,W108,delayed,2025-12-31,2026-01-03,1,15961.11
SHIP438,S216,W101,in_transit,2026-03-14,2026-03-19,0,11079.08
SHIP439,S200,W103,delivered,2026-01-18,2026-01-28,3,18998.33
SHIP440,S212,W100,in_transit,2025-05-27,2025-06-01,2,10136.39
SHIP441,S216,W103,delayed,2025-05-22,2025-05-30,4,13688.16
SHIP442,S209,W101,delayed,2025-10-11,2025-10-21,4,1611.29
SHIP443,S207,W107,delivered,2026-02-19,,3,19056.14
SHIP444,S202,W100,delivered,2026-02-04,2026-02-10,5,3237.07
SHIP445,S205,W100,in_transit,2025-05-16,2025-05-23,5,1547.87
SHIP446,S204,W103,delayed,2025-07-28,2025-07-29,1,13256.81
SHIP447,S210,W103,delayed,2026-04-16,2026-04-25,2,14802.51
SHIP448,S218,W100,in_transit,2025-10-02,,0,13126.79
SHIP449,S214,W109,in_transit,2025-09-25,2025-09-27,3,9014.91
SHIP450,S216,W108,delayed,2025-06-12,2025-06-20,1,15492.13
SHIP451,S219,W101,delayed,2025-09-06,2025-09-15,2,11356.4
SHIP452,S201,W107,delivered,2025-10-21,2025-10-31,5,1238.19
SHIP453,S216,W106,delivered,2025-09-11,2025-09-19,2,8168.35
SHIP454,S212,W100,delayed,2025-09-20,2025-09-23,1,5806.2
SHIP455,S204,W103,delivered,2026-03-20,2026-03-22,2,11941.35
SHIP456,S203,W100,delayed,2025-09-06,2025-09-11,2,4955.44
SHIP457,S211,W109,delivered,2025-05-15,2025-05-18,1,18702.84
SHIP458,S200,W101,delayed,2025-06-23,,5,2735.79
SHIP459,S201,W100,delivered,2025-08-27,2025-09-01,5,3549.64
SHIP460,S210,W103,delivered,2025-04-19,2025-04-22,4,12035.99
SHIP461,S206,W104,delivered,2025-11-06,2025-11-07,5,8881.0
SHIP462,S216,W105,delivered,2025-09-11,2025-09-19,5,11255.54
SHIP463,S213,W107,delayed,2025-12-28,2025-12-31,0,14478.24
SHIP464,S204,W108,in_transit,2025-11-07,2025-11-14,5,8655.35
SHIP465,S212,W103,delivered,2026-02-13,2026-02-20,2,7445.0
SHIP466,S216,W100,in_transit,2026-03-09,2026-03-17,3,9406.52
SHIP467,S216,W104,in_transit,2025-12-27,,4,1415.62
SHIP468,S210,W107,delayed,2026-01-25,2026-02-01,2,9398.59
SHIP469,S207,W103,delivered,2025-04-29,,4,4920.48
SHIP470,S201,W101,delivered,2025-07-28,2025-08-07,4,3723.47
SHIP471,S200,W102,in_transit,2025-11-05,2025-11-06,5,11632.03
SHIP472,S204,W109,delivered,2026-02-14,2026-02-18,0,14877.33
SHIP473,S213,W101,delivered,2025-06-07,,2,5510.14
SHIP474,S206,W101,delivered,2026-02-06,2026-02-11,1,15411.8
SHIP475,S202,W104,delivered,2026-01-22,2026-01-31,4,13808.26
SHIP476,S208,W103,in_transit,2025-08-26,2025-08-28,4,9304.74
SHIP477,S216,W109,delivered,2025-07-06,,1,14213.34
SHIP478,S201,W108,delayed,2026-01-26,2026-01-29,3,16627.75
SHIP479,S216,W107,delivered,2025-06-11,2025-06-20,0,18111.74
SHIP480,S212,W108,delayed,2025-10-04,2025-10-06,2,5699.61
SHIP481,S219,W104,in_transit,2026-03-28,,4,8289.99
SHIP482,S207,W100,delayed,2026-01-10,2026-01-18,0,19959.96
SHIP483,S203,W105,delayed,2025-08-09,2025-08-19,3,8831.3
SHIP484,S211,W108,delayed,2025-11-18,2025-11-21,4,1682.29
SHIP485,S211,W109,in_transit,2025-07-18,2025-07-25,5,2241.97
SHIP486,S214,W100,delayed,2026-02-24,2026-02-25,2,17500.39
SHIP487,S216,W103,delivered,2025-06-07,,3,12193.57
SHIP488,S215,W108,delayed,2025-07-11,2025-07-15,1,8435.46
SHIP489,S214,W105,delayed,2026-04-04,,0,12524.32
SHIP490,S217,W102,delayed,2026-01-17,2026-01-20,2,4035.06
SHIP491,S211,W106,delayed,2025-12-16,2025-12-19,4,7546.58
SHIP492,S212,W107,delivered,2025-12-19,,2,3107.14
SHIP493,S206,W109,in_transit,2025-09-12,2025-09-18,5,9818.04
SHIP494,S219,W103,delivered,2025-06-25,2025-07-03,5,16816.54
SHIP495,S201,W100,delayed,2025-08-14,2025-08-17,2,11153.64
SHIP496,S209,W106,in_transit,2025-05-01,2025-05-04,4,16993.54
SHIP497,S211,W106,delayed,2026-02-10,2026-02-20,2,1167.8
SHIP498,S215,W106,delayed,2026-03-30,2026-04-02,3,14309.92
SHIP499,S201,W102,delivered,2025-09-21,,1,3689.7
SHIP500,S204,W105,in_transit,2025-11-18,2025-11-26,3,9844.07
SHIP501,S218,W101,in_transit,2026-03-24,2026-03-28,5,14407.64
SHIP502,S215,W108,delayed,2025-08-29,2025-09-02,1,1627.11
SHIP503,S203,W105,delivered,2025-06-25,2025-06-28,2,4942.43
SHIP504,S203,W105,delivered,2026-04-04,,2,9900.54
SHIP505,S214,W106,delayed,2025-06-02,2025-06-06,4,3944.9
SHIP506,S204,W108,in_transit,2025-10-30,,2,13593.37
SHIP507,S209,W104,delayed,2025-05-05,,5,12332.69
SHIP508,S217,W100,delayed,2026-02-17,2026-02-25,1,3314.39
SHIP509,S212,W109,in_transit,2025-06-27,,4,9081.88
SHIP510,S203,W103,delivered,2025-07-01,2025-07-10,5,1231.8
SHIP511,S217,W107,in_transit,2025-07-24,2025-07-27,2,19906.12
SHIP512,S209,W101,delayed,2025-05-15,2025-05-20,2,4913.4
SHIP513,S202,W100,delayed,2025-10-01,2025-10-06,1,9088.8
SHIP514,S205,W109,delayed,2025-07-03,2025-07-13,3,4499.01
SHIP515,S212,W106,delayed,2025-12-01,,5,18741.53
SHIP516,S207,W104,in_transit,2025-07-17,,3,4050.51
SHIP517,S215,W101,delayed,2025-10-05,2025-10-13,2,7458.18
SHIP518,S209,W100,in_transit,2025-07-02,2025-07-05,1,4049.14
SHIP519,S205,W103,delayed,2025-11-22,,5,1342.15
SHIP520,S202,W100,delivered,2026-03-09,,0,6410.91
SHIP521,S200,W101,delivered,2026-01-13,,0,8605.92
SHIP522,S219,W109,delayed,2026-01-24,,3,14598.17
SHIP523,S213,W100,delivered,2026-03-19,2026-03-22,2,2428.98
SHIP524,S216,W100,delayed,2025-08-11,2025-08-19,2,18641.07
SHIP525,S201,W107,delayed,2025-09-09,2025-09-11,5,12632.77
SHIP526,S212,W107,in_transit,2025-08-09,2025-08-13,5,4332.09
SHIP527,S205,W101,delayed,2025-04-23,2025-05-01,0,3328.7
SHIP528,S207,W102,in_transit,2025-11-02,2025-11-11,5,2574.43
SHIP529,S207,W105,delayed,2026-01-13,2026-01-21,3,4947.2
SHIP530,S216,W102,in_transit,2025-10-13,2025-10-18,5,15682.02
SHIP531,S211,W102,delayed,2025-09-26,2025-09-30,2,4203.97
SHIP532,S203,W105,in_transit,2026-03-09,,0,10463.37
SHIP533,S209,W100,delivered,2026-04-08,2026-04-11,3,5808.14
SHIP534,S212,W105,delayed,2025-11-10,2025-11-19,3,11158.19
SHIP535,S200,W102,delivered,2025-09-21,2025-09-22,4,7194.93
SHIP536,S218,W105,delayed,2025-12-17,2025-12-26,0,4913.87
SHIP537,S208,W109,in_transit,2026-04-05,2026-04-09,3,3795.76
SHIP538,S202,W105,in_transit,2025-08-04,2025-08-10,2,16822.88
SHIP539,S209,W105,delayed,2025-06-16,,2,6026.77
SHIP540,S213,W105,delayed,2026-01-30,,2,13293.16
SHIP541,S218,W109,in_transit,2025-06-30,2025-07-09,4,13212.98
SHIP542,S204,W109,delayed,2026-01-27,2026-02-03,2,16394.48
SHIP543,S217,W102,in_transit,2025-04-17,2025-04-20,3,10911.67
SHIP544,S207,W102,in_transit,2025-11-19,2025-11-28,3,2078.24
SHIP545,S209,W107,in_transit,2026-01-04,2026-01-08,0,10576.67
SHIP546,S205,W102,delivered,2026-03-16,2026-03-26,3,6633.75
SHIP547,S210,W106,in_transit,2025-07-09,2025-07-13,0,12447.12
SHIP548,S206,W101,delayed,2025-12-30,2026-01-02,2,14192.21
SHIP549,S218,W109,delayed,2025-11-12,2025-11-14,5,10685.41
SHIP550,S210,W102,delivered,2026-04-01,2026-04-08,3,19289.04
SHIP551,S219,W109,in_transit,2025-06-27,2025-06-28,4,7505.19
SHIP552,S203,W107,in_transit,2025-07-18,,0,17049.46
SHIP553,S214,W101,delayed,2025-12-29,2026-01-07,1,1764.45
SHIP554,S208,W106,in_transit,2025-12-06,2025-12-16,1,17333.82
SHIP555,S203,W104,in_transit,2025-06-19,2025-06-23,2,7481.42
SHIP556,S204,W106,in_transit,2025-10-19,2025-10-20,1,9216.64
SHIP557,S214,W108,in_transit,2026-04-15,,1,18027.44
SHIP558,S202,W104,delayed,2025-06-17,2025-06-24,4,12785.61
SHIP559,S213,W101,delivered,2025-07-08,,3,15607.57
SHIP560,S202,W103,in_transit,2025-12-23,2025-12-24,3,15690.04
SHIP561,S206,W100,in_transit,2025-05-17,2025-05-21,5,11086.74
SHIP562,S205,W107,in_transit,2026-04-15,2026-04-22,2,15891.04
SHIP563,S213,W108,in_transit,2025-06-10,2025-06-15,0,10185.29
SHIP564,S207,W100,delayed,2025-10-18,2025-10-21,3,16148.84
SHIP565,S201,W103,delayed,2025-05-30,2025-05-31,0,19669.8
SHIP566,S218,W103,delivered,2025-05-06,2025-05-09,1,5409.71
SHIP567,S215,W101,delayed,2025-12-23,2025-12-29,4,19624.28
SHIP568,S212,W105,delivered,2025-11-29,,0,4008.13
SHIP569,S208,W107,in_transit,2025-07-09,2025-07-18,4,4026.17
SHIP570,S215,W104,in_transit,2025-06-06,2025-06-15,2,16714.06
SHIP571,S207,W106,delayed,2025-06-20,,0,4184.71
SHIP572,S211,W105,delivered,2026-03-29,2026-04-01,5,2103.58
SHIP573,S214,W101,delivered,2025-10-26,2025-11-04,0,18837.18
SHIP574,S201,W101,delivered,2025-08-25,2025-09-02,2,6745.71
SHIP575,S217,W107,delayed,2026-04-15,2026-04-22,4,10288.22
SHIP576,S204,W108,delivered,2025-07-21,2025-07-27,4,18185.4
SHIP577,S200,W109,delayed,2025-07-26,2025-07-29,5,15876.61
SHIP578,S215,W103,in_transit,2025-05-31,2025-06-06,5,15623.73
SHIP579,S214,W103,in_transit,2025-11-07,2025-11-16,1,5814.57
SHIP580,S202,W101,delivered,2025-12-22,2025-12-23,2,10545.64
SHIP581,S206,W105,delivered,2025-05-01,2025-05-05,2,15565.11
SHIP582,S212,W105,delivered,2025-11-26,2025-11-27,2,17174.85
SHIP583,S216,W106,delayed,2025-06-03,2025-06-04,3,6971.35
SHIP584,S210,W109,in_transit,2026-03-19,2026-03-23,0,17696.06
SHIP585,S204,W104,delayed,2025-10-12,,3,3859.26
SHIP586,S211,W104,delayed,2025-08-04,2025-08-14,2,1316.65
SHIP587,S213,W100,in_transit,2025-08-13,2025-08-22,4,19710.9
SHIP588,S217,W104,delayed,2025-06-10,2025-06-20,2,8221.29
SHIP589,S210,W103,in_transit,2026-03-26,2026-03-28,1,16124.67
SHIP590,S219,W103,delayed,2026-01-11,2026-01-14,1,13847.47
SHIP591,S210,W101,delayed,2026-01-10,2026-01-18,0,13902.23
SHIP592,S209,W101,delivered,2026-03-20,,5,13456.21
SHIP593,S213,W101,delayed,2025-07-07,2025-07-11,5,7908.47
SHIP594,S219,W102,delivered,2025-07-21,2025-07-24,5,5732.14
SHIP595,S214,W103,in_transit,2025-11-21,2025-11-23,4,17620.08
SHIP596,S201,W105,delayed,2025-09-22,2025-10-02,3,5197.71
SHIP597,S210,W106,in_transit,2025-06-04,,5,15420.38
SHIP598,S203,W108,delayed,2026-04-13,2026-04-18,5,11969.45
SHIP599,S200,W106,delivered,2025-09-05,2025-09-13,5,16270.25
SHIP600,S206,W107,delivered,2026-03-27,2026-03-28,2,5297.14
SHIP601,S208,W107,delayed,2026-02-10,2026-02-12,0,15160.35
SHIP602,S207,W102,delayed,2025-11-11,2025-11-15,2,6975.98
SHIP603,S202,W107,in_transit,2026-04-06,2026-04-10,4,15621.78
SHIP604,S218,W102,delayed,2025-12-04,2025-12-14,3,16146.91
SHIP605,S207,W100,delayed,2025-12-08,2025-12-12,4,2990.42
SHIP606,S207,W108,delivered,2026-03-04,,1,2092.77
SHIP607,S219,W107,delivered,2025-12-25,2026-01-03,5,13368.49
SHIP608,S215,W100,delayed,2025-12-24,2026-01-03,0,18311.56
SHIP609,S210,W106,delivered,2025-11-29,2025-12-06,3,14397.95
SHIP610,S203,W103,delayed,2025-05-23,2025-05-27,5,16352.43
SHIP611,S202,W100,in_transit,2026-01-22,2026-01-25,5,12038.3
SHIP612,S214,W103,in_transit,2026-03-12,2026-03-17,4,12367.17
SHIP613,S215,W100,in_transit,2025-09-11,2025-09-12,0,14840.07
SHIP614,S200,W105,delivered,2025-06-29,2025-07-05,5,19892.39
SHIP615,S200,W101,delivered,2026-02-24,2026-03-05,1,9851.59
SHIP616,S216,W101,delivered,2026-03-02,2026-03-07,4,2720.23
SHIP617,S214,W102,in_transit,2025-06-28,2025-07-04,4,6649.71
SHIP618,S213,W108,delivered,2025-04-26,2025-05-01,2,9686.38
SHIP619,S204,W101,delivered,2025-06-01,,0,7076.87
SHIP620,S212,W107,delivered,2025-05-21,2025-05-25,0,14538.58
SHIP621,S203,W107,in_transit,2026-01-04,2026-01-11,1,17155.04
SHIP622,S200,W106,in_transit,2025-06-03,2025-06-08,3,10960.1
SHIP623,S203,W109,in_transit,2025-12-11,2025-12-12,4,10911.37
SHIP624,S217,W106,delayed,2026-03-14,2026-03-16,2,11448.38
SHIP625,S216,W106,in_transit,2025-05-03,,3,2656.97
SHIP626,S209,W100,delayed,2025-07-20,2025-07-28,3,19526.99
SHIP627,S207,W109,delayed,2025-04-24,2025-04-28,1,12185.0
SHIP628,S217,W109,in_transit,2025-10-30,,5,15360.06
SHIP629,S206,W101,in_transit,2025-09-14,2025-09-16,1,8964.61
SHIP630,S208,W106,in_transit,2025-11-22,2025-11-28,3,15684.56
SHIP631,S217,W109,delivered,2025-05-27,2025-05-30,2,14534.34
SHIP632,S218,W109,delayed,2026-02-27,2026-02-28,2,19061.0
SHIP633,S203,W102,in_transit,2025-11-22,2025-11-28,0,13883.46
SHIP634,S209,W106,in_transit,2025-05-27,2025-06-03,0,7066.6
SHIP635,S213,W108,delayed,2025-10-17,2025-10-18,0,2509.13
SHIP636,S212,W106,in_transit,2026-03-10,2026-03-18,2,2384.55
SHIP637,S206,W107,in_transit,2025-10-15,2025-10-18,1,15305.77
SHIP638,S207,W101,in_transit,2026-02-07,,0,17227.57
SHIP639,S208,W109,delivered,2025-08-04,2025-08-08,1,7699.42
SHIP640,S200,W109,delivered,2025-09-26,2025-10-03,4,15519.26
SHIP641,S206,W104,delayed,2025-06-20,2025-06-21,0,12175.3
SHIP642,S215,W108,delayed,2025-07-31,2025-08-03,2,17538.41
SHIP643,S216,W101,delivered,2025-10-12,,0,16602.62
SHIP644,S213,W102,delivered,2025-08-07,2025-08-17,0,6082.1
SHIP645,S215,W109,in_transit,2025-09-24,2025-09-28,3,14567.39
SHIP646,S204,W106,in_transit,2025-11-27,2025-12-05,2,3130.02
SHIP647,S203,W108,in_transit,2025-12-06,2025-12-10,2,9080.45
SHIP648,S206,W108,delivered,2025-12-28,2026-01-06,4,13416.56
SHIP649,S204,W105,delivered,2026-02-22,2026-02-23,4,16277.41
SHIP650,S212,W102,delayed,2025-09-10,2025-09-11,5,7619.78
SHIP651,S217,W108,in_transit,2026-03-09,,4,9470.26
SHIP652,S214,W107,in_transit,2025-06-03,2025-06-11,4,14782.03
SHIP653,S217,W107,delivered,2025-09-06,,1,5755.48
SHIP654,S208,W108,delayed,2025-06-18,2025-06-28,1,6764.5
SHIP655,S203,W108,in_transit,2025-11-23,2025-11-25,0,17099.55
SHIP656,S216,W102,in_transit,2026-01-16,2026-01-25,2,14139.11
SHIP657,S202,W109,delayed,2025-08-24,2025-08-27,1,9896.87
SHIP658,S217,W103,delivered,2025-08-17,2025-08-23,5,12007.79
SHIP659,S219,W101,delayed,2026-04-09,2026-04-11,3,11957.52
SHIP660,S209,W106,in_transit,2026-03-14,2026-03-15,5,19099.79
SHIP661,S207,W100,delivered,2026-03-29,,4,13373.87
SHIP662,S203,W107,delayed,2025-08-17,2025-08-20,5,6790.14
SHIP663,S204,W103,delayed,2025-05-01,2025-05-07,5,8979.99
SHIP664,S206,W103,in_transit,2025-12-17,2025-12-26,5,9272.0
SHIP665,S214,W102,in_transit,2025-06-10,2025-06-20,2,18390.79
SHIP666,S213,W109,delivered,2025-11-05,2025-11-09,0,18300.47
SHIP667,S207,W105,delivered,2025-08-03,2025-08-07,1,5850.36
SHIP668,S205,W103,delayed,2025-09-01,2025-09-04,3,3841.64
SHIP669,S217,W107,delayed,2025-08-28,,2,6396.54
SHIP670,S219,W109,delivered,2025-06-21,2025-06-30,4,15551.52
SHIP671,S215,W104,in_transit,2025-06-04,2025-06-08,1,18199.78
SHIP672,S202,W101,delayed,2025-05-06,2025-05-09,0,19087.19
SHIP673,S204,W100,delayed,2025-09-23,2025-09-27,4,4397.11
SHIP674,S211,W104,in_transit,2025-07-20,2025-07-29,5,6862.19
SHIP675,S208,W105,in_transit,2025-09-01,2025-09-09,3,7159.39
SHIP676,S217,W107,delayed,2026-04-09,2026-04-12,5,16956.55
SHIP677,S218,W109,delivered,2025-09-21,2025-09-24,2,14955.61
SHIP678,S209,W103,delayed,2025-06-29,2025-07-06,1,18958.67
SHIP679,S208,W102,delivered,2025-11-24,2025-12-01,0,5108.21
SHIP680,S219,W105,delayed,2026-03-09,2026-03-18,0,5122.35
SHIP681,S206,W101,in_transit,2026-01-12,2026-01-21,3,14832.12
SHIP682,S205,W106,delayed,2026-04-07,2026-04-17,1,15127.14
SHIP683,S206,W103,delivered,2026-02-25,2026-03-05,4,7166.28
SHIP684,S213,W108,in_transit,2025-08-08,,4,16271.29
SHIP685,S202,W107,delivered,2025-06-01,2025-06-03,3,5202.42
SHIP686,S215,W109,delivered,2025-07-12,2025-07-16,3,12739.91
SHIP687,S208,W104,delivered,2025-06-03,2025-06-08,4,13993.65
SHIP688,S217,W109,delayed,2025-04-20,2025-04-30,4,11906.32
SHIP689,S204,W107,delivered,2025-06-01,2025-06-08,5,10215.02
SHIP690,S215,W102,delayed,2026-02-25,,3,5266.73
SHIP691,S206,W101,delivered,2025-10-08,2025-10-17,5,4363.87
SHIP692,S202,W108,delivered,2025-11-10,,5,14403.84
SHIP693,S208,W101,delayed,2025-10-14,2025-10-21,3,3761.34
SHIP694,S208,W105,delivered,2026-02-02,2026-02-10,2,17448.22
SHIP695,S208,W104,in_transit,2026-01-11,2026-01-19,4,2438.75
SHIP696,S219,W103,delivered,2025-07-08,2025-07-15,3,16084.29
SHIP697,S201,W107,delivered,2026-02-26,2026-03-07,1,2121.68
SHIP698,S204,W109,delivered,2025-10-08,,0,6659.93
SHIP699,S206,W104,delayed,2025-09-19,2025-09-27,0,13071.34
SHIP700,S202,W108,delayed,2025-12-01,2025-12-10,0,4734.82
SHIP701,S207,W108,delayed,2026-01-07,2026-01-08,4,9195.94
SHIP702,S210,W100,in_transit,2025-09-29,,0,6379.07
SHIP703,S201,W109,delayed,2025-05-01,2025-05-06,0,14162.16
SHIP704,S202,W105,delayed,2026-01-19,2026-01-28,0,12627.62
SHIP705,S200,W108,in_transit,2025-12-11,2025-12-20,2,4589.58
SHIP706,S209,W105,delayed,2025-06-04,2025-06-12,5,15892.72
SHIP707,S210,W107,delayed,2026-02-12,2026-02-18,2,13853.62
SHIP708,S216,W102,in_transit,2025-11-13,,2,7063.59
SHIP709,S200,W107,in_transit,2025-10-27,,1,4251.7
SHIP710,S202,W102,delayed,2026-02-08,2026-02-10,4,14699.06
SHIP711,S212,W109,in_transit,2025-06-11,2025-06-18,3,18352.76
SHIP712,S212,W101,delayed,2025-12-30,2026-01-05,3,10047.42
SHIP713,S201,W107,in_transit,2026-03-19,2026-03-29,2,12777.18
SHIP714,S205,W101,delivered,2025-08-10,2025-08-20,1,10116.73
SHIP715,S200,W107,delayed,2025-07-11,2025-07-20,0,3055.05
SHIP716,S217,W103,delayed,2026-02-21,2026-02-28,3,19860.66
SHIP717,S204,W101,delivered,2025-06-07,2025-06-14,3,8064.7
SHIP718,S204,W103,delayed,2025-09-27,2025-09-28,5,14567.92
SHIP719,S205,W104,in_transit,2025-10-07,2025-10-12,4,18413.29
SHIP720,S205,W103,delayed,2025-12-24,2025-12-31,1,2400.88
SHIP721,S208,W108,in_transit,2025-07-24,2025-07-31,4,11656.39
SHIP722,S213,W106,delayed,2026-02-23,2026-03-01,5,8821.09
SHIP723,S206,W105,in_transit,2025-06-16,2025-06-26,5,19176.82
SHIP724,S214,W104,delivered,2025-12-31,2026-01-08,5,16816.1
SHIP725,S218,W104,delayed,2026-01-15,,2,1247.64
SHIP726,S217,W106,in_transit,2025-11-11,2025-11-18,2,6238.18
SHIP727,S200,W109,in_transit,2026-01-22,,5,1064.71
SHIP728,S200,W102,delayed,2025-07-04,2025-07-08,3,18225.13
SHIP729,S200,W106,delivered,2026-03-02,2026-03-07,3,9824.48
SHIP730,S200,W109,delivered,2025-10-16,2025-10-20,3,16621.8
SHIP731,S201,W107,delivered,2025-04-23,2025-04-27,3,14518.28
SHIP732,S210,W100,delivered,2025-04-24,,0,8296.04
SHIP733,S204,W106,delivered,2025-10-15,,3,11853.2
SHIP734,S207,W104,in_transit,2025-09-09,,1,4774.05
SHIP735,S213,W106,delayed,2026-02-18,2026-02-22,2,16351.76
SHIP736,S212,W104,in_transit,2026-03-01,,3,16362.56
SHIP737,S208,W102,delayed,2026-01-31,2026-02-08,0,16834.28
SHIP738,S210,W107,in_transit,2025-07-25,2025-08-02,1,8622.13
SHIP739,S204,W100,delayed,2025-09-28,2025-10-02,3,17893.76
SHIP740,S211,W100,delayed,2025-09-09,2025-09-12,1,2791.44
SHIP741,S209,W102,in_transit,2026-02-01,2026-02-03,3,10662.63
SHIP742,S215,W104,in_transit,2026-03-31,2026-04-07,0,6124.51
SHIP743,S208,W106,in_transit,2025-09-21,,5,2383.45
SHIP744,S204,W106,in_transit,2025-07-01,2025-07-08,1,10908.28
SHIP745,S203,W103,delivered,2025-08-09,2025-08-16,1,3853.89
SHIP746,S214,W109,in_transit,2025-05-20,2025-05-24,2,1592.92
SHIP747,S202,W106,in_transit,2025-06-20,2025-06-27,3,15691.35
SHIP748,S217,W105,in_transit,2025-11-03,2025-11-05,3,1851.29
SHIP749,S200,W107,delivered,2025-09-03,2025-09-11,3,6524.41
SHIP750,S208,W107,delayed,2025-09-07,,5,11903.71
SHIP751,S219,W101,delayed,2025-12-11,2025-12-12,1,16975.84
SHIP752,S201,W104,in_transit,2025-06-23,,5,11057.04
SHIP753,S212,W102,in_transit,2025-11-19,2025-11-21,5,2664.92
SHIP754,S202,W102,delivered,2025-07-11,2025-07-15,3,8999.12
SHIP755,S203,W104,in_transit,2026-03-26,2026-04-01,3,15056.44
SHIP756,S217,W106,delivered,2025-12-14,,2,3647.81
SHIP757,S215,W109,delayed,2025-05-22,2025-05-26,1,8484.74
SHIP758,S212,W102,delayed,2025-09-10,2025-09-18,3,14776.29
SHIP759,S215,W108,in_transit,2025-04-24,,1,5777.18
SHIP760,S215,W103,delivered,2025-09-24,2025-09-30,3,19665.15
SHIP761,S202,W104,in_transit,2025-09-04,2025-09-08,3,7841.2
SHIP762,S202,W103,delayed,2026-04-16,2026-04-19,5,3797.55
SHIP763,S203,W102,delayed,2026-03-30,2026-04-08,4,5198.44
SHIP764,S200,W101,delivered,2025-11-24,2025-11-30,1,3924.53
SHIP765,S219,W104,delayed,2025-07-06,2025-07-16,0,8946.14
