inventory_id,product_id,warehouse_id,batch_id,stock_quantity,reserved_quantity,damaged_quantity,last_restock_date,last_updated
I409,P1290,W106,B26,-10,76,0,2025-06-17,2025-05-27
I410,P1035,W109,B55,-10,100,12,2025-05-10,2026-03-21
I411,P1150,W104,B66,3399,95,45,2025-10-25,2025-10-28
I412,P1367,W107,B59,-10,6,3,2025-07-03,2025-10-20
I413,P1248,W109,B19,2197,76,5,2025-12-09,2026-01-02
I414,P1074,W109,B89,589,81,42,2025-08-21,2025-06-27
I415,P1268,W102,B23,-10,158,2,2025-08-14,2025-10-08
I416,P1430,W105,B93,1730,30,4,2025-07-26,2025-11-19
I417,P1427,W104,B36,4759,50,35,2025-07-05,2026-04-16
I418,P1408,W106,B46,-10,7,30,2026-03-21,2026-03-04
I419,P1322,W106,B19,-10,66,50,2025-04-28,2025-04-26
I420,P1129,W105,B3,1984,158,46,2025-07-05,2025-11-21
I421,P1040,W106,B26,-10,114,10,2025-04-29,2025-07-03
I422,P1105,W104,B93,-10,77,17,2025-07-15,2025-05-21
I423,P1102,W105,B19,2941,97,14,2025-04-25,2025-06-15
I424,P1249,W101,B34,-10,171,12,2025-08-09,2025-12-09
I425,P1254,W104,B45,1938,47,33,2025-06-22,2025-11-08
I426,P1023,W107,B32,-10,152,30,2025-08-06,2025-09-06
I427,P1063,W109,B53,-10,64,31,2025-06-15,2025-08-23
I428,P1195,W103,B46,662,149,45,2026-02-04,2025-05-09
I429,P1477,W101,B58,4785,84,2,2025-11-18,2026-04-10
I430,P1254,W100,B22,1938,43,28,2026-02-14,2026-02-20
I431,P1475,W106,B2,-10,70,2,2025-05-21,2026-03-10
I432,P1254,W104,B97,600,34,16,2025-12-10,2026-04-09
I433,P1223,W107,B98,-10,58,27,2025-10-14,2025-04-16
I434,P1132,W105,B33,-10,178,28,2026-01-19,2026-02-13
I435,P1422,W108,B49,-10,44,27,2025-07-28,2025-05-12
I436,P1051,W101,B53,-10,167,41,2025-06-18,2026-02-03
I437,P1072,W102,B2,-10,3,40,2025-07-11,2025-09-04
I438,P1314,W107,B38,-10,88,37,2025-05-01,2025-10-18
I439,P1380,W103,B49,3951,197,10,2026-02-23,2025-10-22
I440,P1049,W102,B63,1677,173,33,2025-08-09,2025-12-27
I441,P1183,W102,B85,-10,42,35,2025-12-01,2025-12-24
I442,P1281,W106,B34,2504,179,33,2025-12-22,2025-05-16
I443,P1171,W103,B78,-10,38,38,2026-02-25,2025-06-04
I444,P1056,W108,B31,1145,140,10,2025-05-13,2025-12-12
I445,P1182,W107,B20,-10,35,37,2025-09-23,2025-09-24
I446,P1361,W103,B52,102,5,33,2025-08-19,2026-04-02
I447,P1219,W105,B66,-10,91,31,2025-08-17,2025-05-15
I448,P1244,W108,B70,197,20,10,2025-09-25,2025-10-14
I449,P1190,W103,B24,2915,31,21,2025-07-12,2025-05-03
I450,P1369,W108,B84,4226,188,9,2026-02-06,2025-05-18
I451,P1396,W106,B6,2220,2,39,2026-03-23,2025-11-26
I452,P1165,W105,B95,-10,94,49,2026-02-01,2025-08-16
I453,P1409,W108,B51,2359,77,1,2025-08-24,2025-05-31
I454,P1106,W108,B65,4810,33,9,2025-08-18,2025-08-21
I455,P1447,W103,B18,-10,168,12,2026-03-16,2025-09-15
I456,P1008,W102,B47,2071,187,47,2025-11-03,2025-06-27
I457,P1301,W101,B96,-10,159,37,2025-09-22,2025-12-30
I458,P1252,W103,B32,-10,188,41,2026-03-18,2025-04-17
I459,P1260,W105,B94,-10,57,6,2026-04-03,2026-02-21
I460,P1330,W100,B96,1312,105,20,2026-02-11,2025-11-13
I461,P1404,W100,B95,2761,84,30,2025-10-19,2025-11-15
I462,P1283,W103,B21,-10,130,33,2025-09-24,2026-02-20
I463,P1129,W109,B55,953,4,3,2025-09-09,2026-03-09
I464,P1290,W100,B92,46,36,47,2025-12-10,2025-07-22
I465,P1364,W106,B51,-10,36,41,2026-02-05,2025-10-14
I466,P1410,W103,B68,4845,14,50,2026-03-11,2026-03-01
I467,P1446,W101,B34,-10,58,10,2025-08-09,2025-09-23
I468,P1178,W108,B38,738,82,31,2025-06-06,2025-10-13
I469,P1121,W109,B51,-10,56,4,2026-03-21,2025-08-02
I470,P1304,W100,B62,-10,94,49,2025-12-31,2025-10-16
I471,P1094,W103,B74,-10,155,20,2026-03-07,2025-04-20
I472,P1146,W103,B7,4948,5,38,2026-04-14,2025-10-04
I473,P1385,W105,B27,4657,10,28,2025-10-08,2025-09-01
I474,P1099,W104,B100,-10,158,12,2025-05-28,2025-12-14
I475,P1493,W107,B81,2503,129,18,2025-05-18,2025-12-30
I476,P1188,W101,B35,-10,153,31,2025-09-29,2025-05-13
I477,P1451,W108,B73,-10,98,30,2026-04-04,2025-11-03
I478,P1210,W108,B97,-10,83,31,2026-02-10,2025-08-01
I479,P1043,W104,B4,448,170,27,2025-12-29,2025-06-04
I480,P1330,W103,B44,1919,176,27,2025-10-31,2025-07-06
I481,P1391,W105,B97,-10,139,17,2025-10-27,2025-05-19
I482,P1269,W108,B68,3833,123,30,2025-04-28,2025-12-28
I483,P1440,W107,B44,3962,70,0,2025-11-23,2025-06-03
I484,P1248,W104,B6,3834,76,48,2025-08-30,2026-03-10
I485,P1358,W105,B29,1510,184,50,2025-10-23,2026-01-07
I486,P1085,W109,B59,3989,119,48,2026-03-23,2025-11-24
I487,P1373,W106,B42,2793,168,38,2025-04-25,2025-11-03
I488,P1319,W106,B53,-10,44,29,2025-07-04,2025-09-11
I489,P1418,W102,B68,-10,89,38,2025-06-18,2025-09-17
I490,P1103,W105,B11,530,148,27,2025-08-22,2026-01-03
I491,P1453,W108,B9,4877,90,23,2026-03-15,2026-01-30
I492,P1106,W106,B42,2967,42,23,2026-04-09,2025-05-05
I493,P1100,W100,B75,-10,37,19,2025-11-17,2025-06-26
I494,P1475,W104,B100,4453,146,19,2025-10-14,2026-03-23
I495,P1045,W108,B17,-10,46,13,2026-04-15,2026-01-11
I496,P1140,W106,B89,382,190,48,2025-11-11,2026-01-04
I497,P1081,W108,B40,-10,29,41,2025-12-31,2026-01-13
I498,P1148,W105,B62,4204,21,19,2026-02-04,2025-07-25
I499,P1426,W108,B72,-10,34,49,2025-11-24,2026-02-09
I500,P1083,W102,B11,-10,12,11,2025-08-01,2025-10-05
I501,P1228,W104,B73,-10,47,27,2025-10-20,2025-10-31
I502,P1084,W107,B87,11,158,31,2025-12-16,2026-01-07
I503,P1154,W103,B41,1242,5,44,2026-02-02,2026-02-10
I504,P1061,W102,B33,-10,39,0,2025-11-30,2026-01-08
I505,P1333,W106,B19,693,151,44,2025-08-25,2026-03-20
I506,P1155,W102,B53,-10,71,14,2025-10-19,2026-03-24
I507,P1398,W101,B53,-10,175,27,2025-11-23,2025-06-26
I508,P1019,W101,B15,-10,134,29,2026-01-10,2026-01-31
I509,P1425,W105,B34,2447,183,31,2025-08-03,2025-09-21
I510,P1342,W106,B81,-10,133,22,2025-10-24,2025-08-26
I511,P1165,W107,B58,-10,195,31,2025-06-15,2026-02-15
I512,P1460,W102,B49,-10,31,28,2025-08-02,2025-11-01
I513,P1319,W106,B42,-10,27,4,2025-11-11,2025-04-26
I514,P1093,W102,B25,2450,10,11,2026-01-25,2025-06-17
I515,P1239,W105,B31,3208,138,13,2025-07-18,2026-03-03
I516,P1456,W107,B20,-13,138,28,2026-03-28,2025-05-04
I517,P1027,W108,B5,3205,49,4,2025-08-18,2026-04-11
I518,P1194,W109,B40,3450,23,20,2025-08-26,2026-01-10
I519,P1383,W100,B10,-10,115,7,2025-04-28,2026-02-28
I520,P1312,W100,B22,-10,135,48,2026-03-31,2026-01-15
I521,P1268,W108,B69,-10,142,40,2026-01-26,2025-08-17
I522,P1213,W108,B25,-10,112,28,2025-08-25,2025-05-21
I523,P1328,W106,B18,1358,46,11,2025-08-17,2025-07-10
I524,P1488,W108,B93,1168,115,21,2025-04-18,2025-09-28
I525,P1022,W104,B24,2048,95,33,2025-12-16,2025-05-17
I526,P1034,W102,B64,-10,141,7,2025-10-04,2025-10-10
I527,P1251,W102,B28,4014,24,1,2025-04-25,2025-06-23
I528,P1233,W109,B97,3165,141,23,2025-08-13,2025-05-14
I529,P1394,W103,B66,-10,29,0,2025-10-29,2025-07-14
I530,P1222,W109,B70,3497,196,37,2025-10-12,2025-12-28
I531,P1039,W103,B33,1841,56,16,2026-04-06,2025-06-18
I532,P1333,W106,B25,-10,159,50,2025-09-29,2026-04-06
I533,P1227,W102,B30,69,34,25,2025-06-14,2025-04-16
I534,P1057,W104,B17,-10,194,24,2025-09-16,2026-02-12
I535,P1391,W108,B97,-10,23,43,2025-06-13,2026-02-24
I536,P1425,W103,B85,2056,63,25,2026-01-29,2026-03-11
I537,P1357,W105,B62,4525,93,46,2026-03-18,2025-05-26
I538,P1218,W100,B10,-10,61,15,2025-05-21,2025-06-06
I539,P1237,W103,B91,4252,81,41,2025-12-28,2026-03-10
I540,P1421,W101,B39,1181,88,34,2025-11-23,2025-06-15
I541,P1163,W100,B57,-10,90,31,2026-02-07,2025-05-23
I542,P1418,W105,B85,2778,127,39,2025-05-27,2026-03-30
I543,P1085,W108,B44,2079,186,33,2025-07-09,2025-08-08
I544,P1371,W106,B57,2036,184,8,2026-04-04,2025-12-15
I545,P1482,W106,B54,-10,113,29,2025-05-27,2025-08-11
I546,P1082,W106,B39,4514,9,39,2025-11-15,2025-11-03
I547,P1205,W100,B85,2164,49,17,2025-09-24,2025-05-24
I548,P1197,W105,B36,3273,26,47,2025-11-02,2025-10-05
I549,P1191,W102,B12,3190,124,47,2025-06-02,2026-01-29
I550,P1445,W101,B46,4283,166,31,2025-10-21,2026-02-27
I551,P1189,W100,B15,444,154,20,2026-01-12,2025-08-30
I552,P1285,W108,B90,-10,105,46,2026-02-17,2025-04-29
I553,P1259,W108,B71,-10,79,41,2025-06-14,2025-09-11
I554,P1120,W103,B40,-10,160,20,2025-08-15,2026-02-26
I555,P1322,W108,B50,3480,186,16,2026-02-01,2025-12-11
I556,P1467,W105,B71,2860,199,37,2025-07-03,2025-10-31
I557,P1395,W101,B19,1897,193,17,2025-11-22,2025-08-17
I558,P1276,W107,B82,4811,188,44,2025-04-28,2025-09-02
I559,P1112,W104,B49,-10,178,34,2026-02-07,2025-08-03
I560,P1057,W101,B6,3439,115,11,2025-06-16,2025-05-27
I561,P1245,W100,B16,-10,156,13,2025-12-29,2025-06-20
I562,P1228,W100,B72,195,24,38,2026-03-27,2025-10-14
I563,P1024,W103,B32,2541,43,9,2025-05-29,2025-08-22
I564,P1128,W105,B56,-10,147,43,2026-03-06,2025-09-22
I565,P1193,W106,B89,-10,127,39,2025-09-04,2025-05-04
I566,P1240,W100,B19,-10,104,23,2026-03-19,2026-02-12
I567,P1186,W104,B44,823,22,22,2025-04-17,2025-10-01
I568,P1176,W100,B33,-10,39,28,2025-09-16,2026-03-28
I569,P1051,W105,B91,-10,29,32,2025-06-18,2026-02-10
I570,P1315,W106,B10,-10,156,37,2025-07-20,2025-05-17
I571,P1297,W108,B59,3415,180,20,2025-12-19,2025-09-09
I572,P1174,W109,B6,-10,14,34,2026-04-07,2026-03-18
I573,P1354,W102,B11,4883,100,39,2025-05-08,2025-06-21
I574,P1069,W104,B3,4377,85,38,2025-06-17,2026-02-03
I575,P1044,W109,B89,-10,79,25,2025-06-09,2025-09-23
I576,P1314,W101,B97,592,55,17,2025-05-25,2026-03-22
I577,P1212,W106,B37,-10,62,48,2026-01-22,2025-11-27
I578,P1419,W108,B57,4470,18,30,2025-07-29,2025-10-25
I579,P1094,W104,B32,3215,11,1,2025-12-21,2025-06-05
I580,P1014,W105,B90,-10,102,44,2025-12-16,2025-06-16
I581,P1485,W108,B33,896,147,21,2026-02-26,2026-04-13
I582,P1250,W106,B27,-10,6,6,2025-12-21,2025-10-17
I583,P1426,W107,B77,2273,162,12,2026-02-07,2025-06-03
I584,P1318,W109,B82,1823,22,3,2026-04-16,2025-07-09
I585,P1477,W101,B71,-10,54,43,2025-12-18,2025-06-17
I586,P1336,W105,B67,1726,68,7,2026-01-06,2026-01-14
I587,P1013,W107,B49,-10,87,32,2025-05-24,2025-08-29
I588,P1483,W106,B22,-10,119,26,2025-11-04,2026-02-07
I589,P1354,W102,B12,-10,55,10,2025-09-03,2025-08-04
I590,P1136,W106,B3,1460,163,19,2025-11-03,2025-04-24
I591,P1447,W103,B31,-10,180,4,2025-11-15,2025-11-17
I592,P1149,W103,B59,-10,74,3,2026-01-17,2025-10-22
I593,P1014,W109,B40,2166,188,8,2025-08-24,2026-01-12
I594,P1150,W107,B26,4582,121,23,2025-11-20,2025-05-05
I595,P1066,W109,B59,3833,159,31,2025-04-26,2025-12-14
I596,P1116,W109,B71,-10,43,36,2025-11-17,2025-10-04
I597,P1118,W105,B27,4920,22,16,2025-08-20,2025-11-02
I598,P1145,W102,B79,-10,25,48,2026-03-14,2025-10-10
I599,P1090,W100,B98,2388,11,47,2025-11-07,2025-04-19
I600,P1423,W100,B75,-10,151,32,2025-06-11,2025-05-24
I601,P1175,W100,B97,641,15,46,2025-08-25,2025-08-03
I602,P1132,W102,B51,3520,125,6,2026-01-05,2025-08-11
I603,P1128,W100,B49,3286,4,50,2025-05-10,2025-12-02
I604,P1146,W100,B82,420,175,46,2025-08-25,2026-01-20
I605,P1323,W108,B33,4946,31,20,2025-11-26,2025-06-12
I606,P1135,W105,B88,2292,78,1,2026-02-13,2025-09-27
I607,P1164,W107,B42,-10,38,5,2025-09-06,2026-01-25
I608,P1346,W103,B73,1569,147,38,2025-08-26,2025-04-16
I609,P1322,W104,B76,826,30,50,2026-04-09,2026-02-09
I610,P1045,W101,B21,839,102,33,2026-03-10,2025-07-04
I611,P1471,W103,B55,775,155,0,2026-01-11,2025-12-07
I612,P1137,W106,B58,4070,143,17,2025-10-01,2025-07-23
I613,P1066,W104,B71,853,90,20,2026-04-16,2025-05-01
I614,P1411,W109,B90,-10,29,3,2026-04-13,2025-05-01
I615,P1395,W102,B28,2603,122,37,2026-02-15,2026-04-09
I616,P1335,W101,B40,1446,145,7,2025-08-31,2025-07-31
I617,P1098,W109,B7,-10,67,20,2025-08-16,2025-10-06
I618,P1333,W104,B99,-10,93,1,2025-12-29,2026-02-20
I619,P1264,W102,B95,-10,8,34,2025-09-12,2025-09-09
I620,P1454,W105,B93,4933,135,26,2025-06-27,2025-06-08
I621,P1130,W101,B58,-10,88,14,2025-10-10,2026-03-30
I622,P1200,W105,B72,-10,14,2,2025-09-03,2025-06-22
I623,P1256,W100,B11,-10,148,4,2025-09-08,2026-01-12
I624,P1318,W108,B63,-10,43,15,2025-06-19,2025-07-04
I625,P1331,W109,B65,4172,3,45,2025-07-12,2025-12-28
I626,P1400,W102,B29,3845,112,1,2025-06-26,2026-04-08
I627,P1214,W100,B10,-10,124,13,2025-11-18,2025-12-12
I628,P1299,W101,B47,499,57,13,2025-11-29,2026-01-29
I629,P1110,W100,B3,3068,46,31,2025-06-25,2026-01-21
I630,P1416,W104,B92,-10,118,27,2026-01-12,2025-05-14
I631,P1483,W106,B65,4150,8,40,2025-06-24,2026-02-06
I632,P1132,W107,B80,-10,189,39,2025-06-13,2026-01-09
I633,P1020,W102,B48,4993,183,21,2025-11-03,2025-04-25
I634,P1101,W109,B73,1734,58,40,2025-07-12,2025-11-11
I635,P1330,W102,B43,-10,52,47,2025-10-08,2025-08-21
I636,P1083,W105,B64,-10,70,37,2026-03-06,2025-09-17
I637,P1385,W107,B79,4282,169,0,2026-03-18,2025-06-03
I638,P1011,W103,B38,1258,114,38,2026-03-11,2026-03-03
I639,P1185,W106,B15,-10,150,27,2026-03-17,2025-07-09
I640,P1484,W105,B7,2044,172,9,2025-08-30,2026-03-05
I641,P1035,W107,B53,-10,178,29,2025-05-08,2025-09-06
I642,P1123,W100,B67,3272,23,16,2025-04-25,2026-04-14
I643,P1029,W101,B31,-10,12,32,2025-12-22,2026-03-03
I644,P1430,W105,B24,-10,166,50,2026-02-25,2025-10-15
I645,P1244,W105,B21,487,111,14,2025-05-23,2026-03-15
I646,P1167,W100,B55,1545,169,45,2025-08-13,2025-08-19
I647,P1020,W105,B87,791,107,50,2025-05-03,2026-01-16
I648,P1480,W108,B9,4916,132,50,2026-03-25,2026-01-02
I649,P1453,W100,B63,3016,42,45,2025-09-02,2026-01-30
I650,P1421,W105,B17,3671,100,44,2025-07-12,2026-03-27
I651,P1490,W106,B90,1483,197,6,2026-01-24,2025-09-27
I652,P1281,W104,B87,-10,188,26,2025-09-12,2025-07-13
I653,P1420,W103,B11,-10,49,28,2025-12-22,2026-01-16
I654,P1050,W100,B39,-10,178,8,2025-09-03,2025-12-16
I655,P1372,W106,B49,4323,159,0,2026-02-04,2025-07-31
I656,P1397,W107,B48,3304,74,23,2026-01-30,2025-04-28
I657,P1154,W105,B93,4229,199,10,2025-08-14,2025-11-27
I658,P1468,W100,B70,2243,49,42,2025-10-19,2025-09-09
I659,P1248,W104,B30,3192,100,48,2025-09-16,2026-03-03
I660,P1433,W108,B66,-10,154,10,2025-07-03,2025-05-24
I661,P1243,W108,B98,-10,41,16,2025-10-18,2026-02-03
I662,P1034,W108,B80,-10,45,23,2025-04-17,2025-06-01
I663,P1326,W101,B36,3919,101,44,2025-09-15,2026-03-11
I664,P1419,W108,B62,-10,19,41,2025-11-16,2025-09-04
I665,P1368,W103,B53,-10,188,23,2026-03-24,2025-04-23
I666,P1309,W100,B81,2174,144,20,2025-11-26,2026-03-24
I667,P1336,W109,B70,-10,28,22,2026-04-02,2025-11-17
I668,P1099,W102,B43,-10,89,26,2025-07-16,2025-05-06
I669,P1074,W105,B47,-10,152,36,2025-06-19,2025-04-24
I670,P1148,W106,B49,2233,50,17,2025-10-31,2026-04-03
I671,P1250,W101,B38,1689,26,44,2025-09-23,2025-12-26
I672,P1270,W106,B31,-10,1,40,2025-07-27,2026-03-02
I673,P1151,W103,B25,-10,190,23,2026-04-14,2025-10-01
I674,P1467,W101,B78,2879,1,36,2025-06-15,2026-01-07
I675,P1297,W101,B83,3746,189,17,2025-10-05,2025-07-11
I676,P1445,W103,B96,-10,34,18,2025-05-19,2026-02-21
I677,P1092,W102,B34,-10,105,18,2026-01-18,2025-11-18
I678,P1182,W102,B40,-10,133,26,2026-02-14,2025-04-17
I679,P1300,W103,B21,-10,122,42,2025-11-21,2025-12-08
I680,P1190,W101,B95,4541,171,39,2025-11-08,2025-10-21
I681,P1351,W101,B53,2623,5,34,2025-08-19,2025-07-26
I682,P1110,W109,B5,123,137,15,2026-01-09,2025-10-07
I683,P1299,W106,B71,918,91,37,2025-05-27,2025-06-11
I684,P1105,W100,B98,2464,91,39,2026-02-23,2026-03-04
I685,P1056,W109,B42,-10,102,48,2026-01-18,2025-09-13
I686,P1155,W109,B67,-10,45,21,2025-09-15,2026-04-08
I687,P1187,W103,B49,-10,36,34,2025-08-09,2026-01-25
I688,P1181,W102,B75,-10,189,41,2025-06-16,2025-09-05
I689,P1366,W103,B95,4848,0,17,2025-11-26,2026-01-20
I690,P1428,W102,B40,-10,41,31,2026-02-27,2025-04-16
I691,P1190,W109,B9,1935,133,10,2026-03-04,2025-05-15
I692,P1115,W104,B96,-10,98,22,2026-02-04,2025-11-04
I693,P1308,W102,B65,-10,80,33,2026-04-12,2026-02-22
I694,P1095,W107,B29,-10,189,36,2025-09-13,2025-10-27
I695,P1003,W105,B74,977,74,29,2026-02-05,2026-03-07
I696,P1313,W102,B11,-10,49,9,2025-08-01,2025-11-15
I697,P1403,W103,B82,-10,81,3,2025-10-24,2025-11-05
I698,P1256,W103,B77,680,200,21,2025-10-21,2025-09-05
I699,P1049,W100,B57,-10,96,28,2026-03-15,2025-06-20
I700,P1067,W104,B41,-10,189,23,2025-12-08,2025-12-24
I701,P1258,W106,B40,1540,142,32,2025-09-25,2026-01-06
I702,P1324,W104,B44,-10,7,33,2026-01-17,2025-05-02
I703,P1481,W105,B91,-10,35,30,2026-04-01,2025-06-22
I704,P1464,W100,B64,3954,58,2,2025-06-23,2026-03-31
I705,P1441,W105,B21,-10,130,38,2025-09-25,2025-12-12
I706,P1073,W108,B90,-10,132,45,2025-08-31,2026-01-29
I707,P1181,W101,B74,-10,135,50,2025-12-21,2025-08-12
I708,P1067,W102,B39,-10,38,40,2025-06-03,2026-04-03
I709,P1211,W107,B28,-10,106,13,2025-05-30,2025-04-19
I710,P1134,W106,B74,2206,137,22,2026-01-29,2026-03-22
I711,P1404,W103,B75,-10,90,30,2025-08-02,2025-05-18
I712,P1176,W109,B16,-10,125,39,2025-11-04,2025-07-30
I713,P1109,W100,B70,2147,169,20,2026-04-08,2025-04-28
I714,P1208,W103,B54,4505,193,50,2025-07-09,2025-05-23
I715,P1217,W103,B68,-10,29,32,2025-09-09,2025-09-08
I716,P1298,W109,B74,4780,56,33,2025-07-07,2025-06-14
I717,P1398,W105,B79,-10,42,15,2025-05-24,2025-12-01
I718,P1178,W100,B52,1367,124,21,2025-05-25,2025-05-25
I719,P1125,W103,B3,-10,63,9,2026-02-15,2026-01-17
I720,P1190,W104,B13,-10,132,15,2025-08-24,2025-10-11
I721,P1211,W107,B69,-10,196,38,2026-04-04,2026-02-03
I722,P1394,W100,B11,-10,128,44,2025-11-17,2025-07-25
I723,P1222,W108,B43,-10,56,7,2026-03-23,2025-10-01
I724,P1379,W107,B27,2306,62,25,2025-10-28,2025-05-08
I725,P1152,W108,B54,-10,143,47,2025-07-16,2025-08-03
I726,P1039,W105,B59,-10,26,34,2026-02-06,2025-12-16
I727,P1434,W108,B100,-10,94,6,2025-12-01,2026-01-23
I728,P1183,W104,B46,1081,57,24,2026-02-04,2025-11-30
I729,P1281,W104,B21,-10,23,20,2025-08-07,2025-12-29
I730,P1156,W101,B90,-10,77,38,2025-07-24,2026-03-16
I731,P1048,W100,B17,2354,145,2,2025-11-26,2025-07-01
I732,P1327,W106,B22,1759,122,30,2025-07-08,2025-12-29
I733,P1441,W101,B11,3560,44,3,2025-04-19,2026-03-15
I734,P1310,W109,B78,-10,97,50,2025-09-18,2025-10-20
I735,P1383,W102,B4,4843,25,0,2025-08-28,2025-12-23
I736,P1371,W101,B90,774,169,28,2025-05-06,2025-10-31
I737,P1458,W106,B42,2103,79,46,2025-11-25,2025-08-14
I738,P1401,W101,B78,-10,115,47,2025-11-24,2025-07-25
I739,P1250,W108,B13,3747,37,12,2026-01-03,2025-12-04
I740,P1293,W106,B35,4449,88,47,2026-03-12,2025-09-03
I741,P1015,W109,B57,2899,194,41,2025-10-15,2025-09-13
I742,P1074,W106,B35,1382,189,8,2025-11-02,2025-04-18
I743,P1277,W106,B16,4879,52,15,2026-01-12,2025-10-02
I744,P1395,W105,B11,-10,4,16,2025-06-27,2025-12-25
I745,P1197,W101,B86,-10,155,36,2026-03-16,2025-05-23
I746,P1382,W108,B57,997,54,10,2025-11-07,2025-12-03
I747,P1351,W103,B81,4596,27,28,2025-06-24,2025-05-12
I748,P1314,W100,B25,-10,181,19,2026-02-02,2025-08-31
I749,P1287,W109,B39,4794,156,4,2025-10-22,2026-02-22
I750,P1077,W104,B48,-10,194,7,2025-07-08,2025-12-27
I751,P1113,W101,B38,4487,28,24,2025-07-06,2026-04-15
I752,P1433,W100,B74,311,136,9,2026-03-25,2025-05-23
I753,P1352,W100,B51,2947,195,29,2025-12-05,2026-03-10
I754,P1494,W106,B10,2466,64,33,2026-01-06,2026-01-03
I755,P1403,W109,B26,685,127,42,2025-06-13,2025-07-24
I756,P1232,W105,B56,-10,165,10,2025-05-29,2025-11-05
I757,P1181,W104,B93,-10,86,37,2025-10-22,2025-10-24
I758,P1380,W100,B90,-10,79,4,2025-06-14,2025-11-02
I759,P1318,W108,B14,-10,45,29,2025-12-27,2026-04-07
I760,P1484,W100,B11,-10,192,29,2025-11-07,2026-01-26
I761,P1178,W103,B16,2340,52,23,2026-04-16,2025-05-16
I762,P1433,W109,B18,-10,174,33,2025-09-16,2026-03-19
I763,P1371,W100,B28,-10,54,5,2025-11-27,2025-12-26
I764,P1158,W105,B31,-10,126,37,2025-09-01,2025-08-27
I765,P1445,W109,B77,-10,43,16,2025-11-25,2025-10-26
I766,P1275,W104,B10,-10,194,2,2025-07-05,2026-01-07
I767,P1125,W104,B30,-10,73,34,2025-10-28,2025-05-18
I768,P1270,W109,B92,-10,42,24,2025-11-26,2025-09-14
I769,P1474,W108,B71,-10,125,9,2025-08-19,2025-10-07
I770,P1180,W108,B43,547,41,35,2025-09-23,2025-04-17
I771,P1386,W103,B3,4556,26,36,2025-09-14,2026-01-08
I772,P1476,W105,B26,-10,176,27,2026-01-03,2026-03-28
I773,P1140,W109,B90,-10,133,32,2026-01-03,2026-03-25
I774,P1309,W108,B90,-10,43,22,2025-05-30,2025-04-22
I775,P1139,W102,B47,904,159,31,2025-12-25,2025-09-01
I776,P1059,W109,B88,4954,104,30,2025-08-20,2025-08-07
I777,P1410,W102,B58,-10,146,9,2026-03-17,2026-02-06
I778,P1155,W102,B75,391,142,49,2025-11-18,2026-03-02
I779,P1194,W101,B68,-10,58,5,2025-05-15,2025-06-28
I780,P1492,W103,B69,1255,114,36,2025-07-09,2025-07-24
I781,P1295,W108,B98,-10,81,18,2025-07-30,2025-08-22
I782,P1415,W104,B59,-10,185,21,2025-09-19,2025-08-20
I783,P1344,W103,B52,1129,144,15,2026-01-08,2026-02-19
I784,P1084,W105,B84,3680,21,5,2026-03-15,2026-01-22
I785,P1263,W108,B31,-10,158,48,2025-07-12,2025-06-05
I786,P1286,W105,B2,-10,183,37,2025-10-29,2025-08-24
I787,P1165,W108,B53,1098,105,3,2025-08-09,2025-05-12
I788,P1387,W107,B57,-10,108,19,2026-04-07,2025-08-23
I789,P1394,W108,B22,4837,18,39,2026-04-14,2025-08-15
I790,P1374,W108,B57,-10,55,38,2025-06-08,2025-07-12
I791,P1032,W106,B76,1510,22,38,2026-03-08,2026-03-09
I792,P1105,W104,B4,2256,47,29,2025-04-29,2025-10-15
I793,P1333,W103,B7,-10,138,43,2025-11-02,2025-06-05
I794,P1441,W109,B6,4873,140,4,2026-03-01,2025-09-05
I795,P1040,W108,B42,2634,157,16,2026-02-15,2025-06-16
I796,P1295,W101,B86,-10,112,23,2025-09-16,2025-05-17
I797,P1454,W105,B39,2587,68,16,2025-11-24,2026-03-21
I798,P1328,W103,B67,-10,65,8,2025-09-01,2025-07-26
I799,P1318,W106,B61,2971,10,24,2025-12-13,2025-05-23
I800,P1483,W108,B14,-10,91,15,2026-01-29,2025-11-13
I801,P1461,W102,B29,-10,107,36,2025-09-19,2025-06-30
I802,P1320,W102,B24,-10,43,3,2026-03-07,2025-10-18
I803,P1253,W105,B58,-10,126,29,2026-03-28,2025-12-10
I804,P1043,W102,B53,2001,11,42,2026-01-15,2026-03-03
I805,P1205,W105,B53,2333,15,1,2025-07-13,2025-05-30
I806,P1488,W106,B82,2932,200,17,2025-06-19,2026-02-17
I807,P1159,W108,B74,262,142,0,2026-01-07,2025-10-24
I808,P1135,W100,B88,-10,26,27,2025-11-11,2025-06-28
I809,P1027,W109,B26,-10,111,8,2025-11-14,2026-03-09
I810,P1071,W105,B100,-10,145,34,2025-05-05,2025-04-30
I811,P1188,W104,B9,-10,147,44,2025-11-26,2026-02-25
I812,P1127,W104,B76,-10,90,47,2025-08-15,2025-11-17
I813,P1096,W104,B7,1979,141,27,2025-09-23,2025-09-13
I814,P1355,W108,B57,-10,196,49,2026-02-06,2026-02-20
I815,P1183,W106,B61,4785,46,23,2025-05-10,2025-12-22
I816,P1430,W102,B92,2775,191,3,2025-08-05,2025-07-16
I817,P1000,W107,B65,-10,133,4,2025-06-24,2025-07-12
I818,P1098,W103,B49,1209,110,11,2025-11-04,2026-02-12
I819,P1155,W100,B58,4729,143,23,2025-08-12,2026-02-10
